file_name,word_order,padanum,headword,stem,morphids,lexids,root,comment,selected
mbh03_14642.xml,6,8,eva,eva,i,,,,
mbh03_14642.xml,7,10,sarasi,saras,n7s,,,,
mbh03_14642.xml,8,13,akUparaH,akUpara,m1s,pn,,,
mbh03_14642.xml,9,17,nAma,nAman,n1s,,,,y
mbh03_14642.xml,10,23,kacCapaH,kacCapa,m1s,,,,y
mbh03_14642.xml,11,26,prati,prati,i,preverb,,,
mbh03_14642.xml,12,28,vasati,vas_1,pre[1] a3s,,,,y
mbh03_14557.xml,0,1,tEH,tad,m3p,,,,y
mbh03_14557.xml,1,2,tvam,yuzmad,x1s,,,,
mbh03_14557.xml,2,3,yAhi,yA_1,ipv[2] a2s,,,,
mbh03_14557.xml,3,5,kzatriyasya,kzatriya,m6s,,,,y
mbh03_14557.xml,4,8,eza,etad,m1s,,,,
mbh03_14557.xml,5,9,vAhaH,vAha,m1s,,,,y
mbh03_14557.xml,6,12,mama,asmad,x6s,,,,
mbh03_14557.xml,7,13,vAmyO,vAma_2,m1d,,,,
mbh03_14557.xml,8,19,na,na,i,,,,y
mbh03_14557.xml,9,20,tava,yuzmad,x6s,,,,
mbh03_14557.xml,10,21,etO,etad,m1d,,,,
mbh03_14557.xml,11,22,hi,hi_1,i,,,,y
mbh03_14557.xml,12,24,vidDi,vid_1,ipv[2] a2s,,,,
mbh12_26053.xml,0,1,tasya,tad,m6s,,,,y
mbh12_26053.xml,1,2,parama,parama,iic,,,,y
mbh12_26053.xml,2,7,Atmani,Atman,m7s,,,,y
mbh12_26053.xml,3,13,ava,ava,iic,preverb,,,
mbh12_26053.xml,4,16,sfte,sfta,m7s,pp.,sf,,y
mbh12_26053.xml,5,18,tAni,tad,n2p,,,,y
mbh12_26053.xml,6,19,asTIni,asTan,n2p,,,,y
mbh12_26053.xml,7,20,DAtA,DAtf,m1s,pn,,,
mbh12_26053.xml,8,21,sam,sam,iic,preverb,,,
mbh12_26053.xml,9,22,gfhya,gfhya,i,,grah,,
mbh12_26053.xml,10,23,vajram,vajra,n2s,,,,y
mbh12_26053.xml,11,24,akarot,kf_1,ipf[8] a3s,,,,y
mbh12_26043.xml,0,1,tat,tad,n2s,,,,y
mbh12_26043.xml,1,2,arhasi,arh,pre[1] a2s,,,,y
mbh12_26043.xml,2,3,naH,aham,x4p,,,,y
mbh12_26043.xml,3,4,vi,vi,iic,preverb,,,
mbh12_26043.xml,4,5,DAtum,DAtum,i,inf,DA_1,,
mbh12_26043.xml,5,6,SreyaH,Sreyas,n2s,,,,y
mbh12_26043.xml,6,7,yat,ya_1,n2s,,,,
mbh12_26043.xml,7,8,an,an,iic,,,,
mbh12_26043.xml,8,9,antaram,antara,n2s,,,,
mbh12_26043.xml,9,10,iti,iti,i,,,,y
mbh03_14586.xml,0,1,ikzvAkavaH,ikzvAku,m1p,pn,,,
mbh03_14586.xml,1,2,hanta,hanta,i,,,,
mbh03_14586.xml,2,3,carAmi,car,pre[1] a1s,,,,y
mbh03_14586.xml,3,6,vaH,yuzmad,x4p,,,,
mbh03_14586.xml,4,7,priyam,priya,n2s,,,,
mbh03_14586.xml,5,8,ni,ni,i,preverb,,,
mbh03_14586.xml,6,9,hanmi,han_1,pre[2] a1s,,,,y
mbh03_14586.xml,7,10,imam,idam,m2s,,,,
mbh03_14586.xml,8,11,vipram,vipra,m2s,,,,y
mbh03_14586.xml,9,12,adya,adya,i,,,,y
mbh03_14586.xml,10,13,pra,pra,iic,preverb,,,
mbh03_14586.xml,11,14,maTya,maTya,i,abs,manT,,
mbh12_26034.xml,0,1,aTa,aTa,i,,,,y
mbh12_26034.xml,1,2,tAH,tad,f2p,,,,y
mbh12_26034.xml,2,4,viSvarUpaH,viSvarUpa,m1s,pn,,,
mbh12_26034.xml,3,5,abravIt,brU,ipf[2] a3s,,,,y
mbh12_26034.xml,4,6,adya,adya,i,,,,y
mbh12_26034.xml,5,8,eva,eva,i,,,,y
mbh12_26034.xml,6,11,sa,sa,iic,,,,
mbh12_26034.xml,7,12,indrAH,indra,m1p,bv,,,
mbh12_26034.xml,8,13,devAH,deva,m1p,,,,y
mbh12_26034.xml,9,15,na,na,i,,,,y
mbh12_26034.xml,10,16,Bavizyanti,BU_1,fut a3p,,,,y
mbh12_26034.xml,11,19,iti,iti,i,,,,
mbh03_14606.xml,0,1,mArkaRqeyaH,mArkaRqeya,m1s,pn,,,
mbh03_14606.xml,1,7,uvAca,vac,prf a3s,,,,y
mbh12_26166.xml,0,1,tat,tad,n1s,,,,y
mbh12_26166.xml,1,2,etat,eza,n1s,,,,y
mbh12_26166.xml,2,3,adya,adya,i,,,,y
mbh12_26166.xml,3,5,api,api,i,,,,y
mbh12_26166.xml,4,6,vaqavAmuKa,vaqavamuKa,iic,"pn, ctp6",,,
mbh12_26166.xml,5,14,saYjYitena,saYjYita,n3s,ctp3,,,
mbh12_26166.xml,6,20,anu,anu,iic,preverb,,,
mbh12_26166.xml,7,21,vartinA,vartin,m3s,,,,y
mbh12_26166.xml,8,22,toyam,toya,n1s,,,,
mbh12_26166.xml,9,23,sAmudram,sAmudra_1,n1s,,,,
mbh12_26166.xml,10,24,pIyate,pA_1,pre p3s,,,,y
mbh01_7118.xml,0,2,purUrvasaH,purUrvas,m6s,,,,
mbh01_7118.xml,1,5,AyuH,Ayus,m1s,,,,y
mbh12_26080.xml,0,1,tasya,tad,m6s,,,,y
mbh12_26080.xml,1,3,avaBfTe,avaBfTa,m7s,,,,
mbh12_26080.xml,2,6,tvAm,tvad,x2s,,,,y
mbh12_26080.xml,3,7,upa,upa,i,preverb,,,
mbh12_26080.xml,4,8,gamizyAmi,gam,fut a1s,,,,y
mbh12_26080.xml,5,11,kEH,ka_1,n3p,,,,y
mbh12_26080.xml,6,14,cit,cid_1,i,,,,y
mbh12_26080.xml,7,15,eva,eva,i,,,,y
mbh12_26080.xml,8,16,ahoBiH,ahan,n3p,,,,y
mbh12_26080.xml,9,17,iti,iti,i,,,,y
mbh12_26120.xml,0,1,tataH,tatas,i,,,,
mbh12_26120.xml,1,2,devAH,deva,m1p,,,,y
mbh12_26120.xml,2,3,fzayaH,fzi,m1p,,,,y
mbh12_26120.xml,3,6,ca,ca,i,,,,y
mbh12_26120.xml,4,7,indram,indra,m2s,pn,,,
mbh12_26120.xml,5,8,na,na,i,,,,y
mbh12_26120.xml,6,13,apaSyan,paS,ipf[4] a3p,,,,y
mbh12_26120.xml,7,18,yadA,yadA,i,,,,y
mbh12_26120.xml,8,19,tadA,tadA,i,,,,y
mbh12_26120.xml,9,20,SacIm,SacI,f2s,pn,,,
mbh12_26120.xml,10,21,UcuH,vac,prf a3p,,,,
mbh12_26120.xml,11,22,gacCa,gam,ipv[1] a2s,,,,
mbh12_26120.xml,12,23,suBage,suBaga,fvs,ctp prAdi,,,
mbh12_26120.xml,13,24,indram,indra,m2s,,,,y
mbh12_26120.xml,14,25,Anayasva,an_2,cau ipv m2s,,,,y
mbh12_26120.xml,15,37,iti,iti,i,,,,
mbh12_26118.xml,0,1,tataH,tatas,i,,,,y
mbh12_26118.xml,1,2,sa,tad,m1s,,,,y
mbh12_26118.xml,2,4,varadaH,varada,m1s,adj,,,
mbh12_26118.xml,3,6,tAn,tad,m2p,,,,y
mbh12_26118.xml,4,7,abravIt,brU,ipf[2] a3s,,,,y
mbh12_26118.xml,5,8,aSva,aSva,iic,,,,y
mbh12_26118.xml,6,12,meDam,meDa,m2s,adj ctp6,,,
mbh12_26118.xml,7,14,yajYam,yajYa,m2s,,,,y
mbh12_26118.xml,8,15,vEzRavam,vEzRava,m2s,adj,,,
mbh12_26118.xml,9,16,SakraH,Sakra,m1s,pn,,,
mbh12_26118.xml,10,17,aBi,aBi,i,,,,y
mbh12_26118.xml,11,18,yajatu,yaj_1,ipv[1] a3s,,,,y
mbh01_964.xml,0,2,janamejayaH,janamejaya,m1s,,,,y
mbh01_964.xml,1,5,pArikzitaH,pArikzita,m1s,,,,y
mbh01_964.xml,2,9,saha,saha,i,,,,y
mbh01_964.xml,3,11,BrAtfBiH,BrAtf,m3p,,,,y
mbh01_964.xml,4,12,kuru,kuru,iic,,,,y
mbh01_964.xml,5,13,kzetre,kzetra,n7s,,,,y
mbh01_964.xml,6,14,dIrGasatram,dIrGasatra,n2s,,,,
mbh01_964.xml,7,15,upa,upa,i,,,,
mbh01_964.xml,8,17,Aste,As_2,pre[2] m3s,,,,y
mbh03_14457.xml,0,1,dfzwvA,dfzwvA,i,abs,dfS_1,,
mbh03_14457.xml,1,3,eva,eva,i,,,,y
mbh03_14457.xml,2,4,ca,ca,i,,,,y
mbh03_14457.xml,3,5,tAm,tad,f2s,,,,y
mbh03_14457.xml,4,6,tasyAH,tad,f6s,,,,y
mbh03_14457.xml,5,8,eva,eva,i,,,,y
mbh03_14457.xml,6,9,tIre,tIra,n7s,,,,y
mbh03_14457.xml,7,11,saha,saha,i,,,,y
mbh03_14457.xml,8,14,eva,eva,i,,,,y
mbh03_14457.xml,9,15,tayA,tad,f3s,,,,
mbh03_14457.xml,10,,devyA,devI,f3s,,,,
mbh03_14457.xml,11,,vi,vi,i,preverb,,,
mbh03_14457.xml,12,,atizWat,sTA_1,ipf[1] a3s,,,,
mbh12_26087.xml,0,1,sA,tad,f1s,,,,y
mbh12_26087.xml,1,4,upaSrutiH,upaSruti,f1s,pn,,,
mbh12_26087.xml,2,6,SacI,SacI,iic,pn,,,
mbh12_26087.xml,3,7,samIpam,samIpa,n2s,ctp6,,,
mbh12_26087.xml,4,9,agAt,gA_1,aor[root] a3s,,,,y
mbh12_26104.xml,0,1,tvam,tvad,x1s,,,,y
mbh12_26104.xml,1,3,anyena,anya,n3s,,,,y
mbh12_26104.xml,2,8,upa,upa,iic,preverb,,,
mbh12_26104.xml,3,10,yAtum,yAtum,i,abs,yA_1,,
mbh12_26104.xml,4,11,arhasi,arh,pre[1] a2s,,,,y
mbh12_26104.xml,5,12,iti,iti,i,,,,y
mbh03_14458.xml,0,1,aTa,aTa,i,,,,y
mbh03_14458.xml,1,2,tAm,tad,f2s,,,,y
mbh03_14458.xml,2,3,devIm,deva,f2s,,,,y
mbh03_14458.xml,3,4,sa,tad,m1s,,,,y
mbh03_14458.xml,4,5,rAjA,rAjan,m1s,,,,y
mbh03_14458.xml,5,6,abravIt,brU,ipf[2] a3s,,,,y
mbh03_14415.xml,0,1,aTa,aTa,i,,,,y
mbh03_14415.xml,1,,A,A,i,preverb,,,
mbh03_14415.xml,2,2,acazwa,cakz,ipf[2] m3s,,,,
mbh03_14415.xml,3,6,mArkaRqeyaH,mArkaRqeya,m1s,pn,,,
mbh03_14608.xml,0,1,tataH,tatas,i,,,,y
mbh03_14608.xml,1,2,sa,tad,m1s,,,,y
mbh03_14608.xml,2,3,rAjA,rAjan,m1s,,,,y
mbh03_14608.xml,3,5,muditaH,mudita,m1s,pp.,mud_1,,
mbh03_14608.xml,4,7,baBUva,BU_1,prf a3s,,,,y
mbh03_14608.xml,5,8,vAmyO,vAmya,m2d,,,,
mbh03_14608.xml,6,14,ca,ca,i,,,,y
mbh03_14608.xml,7,15,asmE,ayam,m4s,,,,y
mbh03_14608.xml,8,16,sam,sam,i,preverb,,,
mbh03_14608.xml,9,,pra,pra,i,preverb,,,
mbh03_14608.xml,10,17,dadO,dA_1,prf a3s,,,,y
mbh03_14608.xml,11,18,pra,pra,iic,preverb,,,
mbh03_14608.xml,12,19,namya,namya,i,abs,nam,,
mbh12_26111.xml,0,1,padByAm,pad,m3d,,,,
mbh12_26111.xml,1,2,ca,ca,i,,,,y
mbh12_26111.xml,2,3,tena,tad,m3s,,,,y
mbh12_26111.xml,3,6,aspfSyata,spfS_1,ipf p3s,,,,y
mbh03_14459.xml,0,1,sADu,sADu,i,adv,,,
mbh03_14459.xml,1,5,ava,ava,i,preverb,,,
mbh03_14459.xml,2,6,tara,tF,ipv[1] a2s,,,,y
mbh03_14459.xml,3,8,vApI,vApI,iic,,,,y
mbh03_14459.xml,4,11,salilam,salila,n2s,ctp6,,,
mbh03_14459.xml,5,12,iti,iti,i,,,,y
mbh12_26013.xml,0,2,viSvarUpaH,viSvarUpa,m1s,pn,,,
mbh12_26013.xml,1,3,vE,vE,i,,,,y
mbh12_26013.xml,2,4,tvAzwraH,tvAzwra,m1s,adj,,,
mbh12_26013.xml,3,9,puraH,puras,iic,,,,
mbh12_26013.xml,4,11,hitaH,hita_2,m1s,pp.,DA_1,,
mbh12_26013.xml,5,13,devAnAm,deva,m6p,,,,y
mbh12_26013.xml,6,16,AsIt,as_1,ipf[2] a3s,,,,y
mbh12_26013.xml,7,17,svasrIyaH,svasrIya,m1s,adj,,,
mbh12_26013.xml,8,19,asurARAm,asura,m6p,,,,y
mbh03_14496.xml,0,1,saH,tad,m1s,,,,y
mbh03_14496.xml,1,2,uvAca,vac,prf a3s,,,,y
mbh03_14496.xml,2,5,duhitaram,duhitf,f2s,,,,y
mbh12_13923.xml,0,1,pfTivI,pfTivI,f1s,,,,y
mbh12_13923.xml,1,2,sarva,sarva,iic,,,,y
mbh12_13923.xml,2,6,BUtAnAm,BUta,m6p,"pp., ck",BU_1,,
mbh12_13923.xml,3,17,janitrI,janitrI,f1s,,,,
mbh12_13923.xml,4,20,viDAH,viDA_2,m1p,ctp6,,,
mbh12_13923.xml,5,23,striyaH,strI,f1p,,,,y
mbh12_26001.xml,0,2,ahalyA,ahalyA,iic,pn,,,
mbh12_26001.xml,1,6,DarzaRa,DarzaRa,iic,ctp6,,,
mbh12_26001.xml,2,7,nimittam,nimitta,n1s,ctp6,,,
mbh12_26001.xml,3,8,hi,hi_1,i,,,,y
mbh12_26001.xml,4,10,gOtamAt,gOtama,m5s,pn,,,
mbh12_26001.xml,5,12,hari,hari,iic,,,,y
mbh12_26001.xml,6,13,SmaSrutAm,SmaSrutA,f2s,ck,,,
mbh12_26001.xml,7,15,indraH,indra,m1s,pn,,,
mbh12_26001.xml,8,16,pra,pra,iic,preverb,,,
mbh12_26001.xml,9,18,AptaH,Apta,m1s,pp.,Ap,,y
mbh12_26020.xml,0,1,putra,putra,mvs,,,,y
mbh12_26020.xml,1,2,kim,ka_1,n1s,,,,y
mbh12_26020.xml,2,3,para,para,iic,,,,y
mbh12_26020.xml,3,4,pakza,pakza,iic,ck,,,
mbh12_26020.xml,4,7,varDanaH,varDana,m1s,ctp6,,,
mbh12_26020.xml,5,8,tvam,tvad,x1s,,,,y
mbh12_26020.xml,6,9,mAtula,mAtula,iic,,,,y
mbh12_26020.xml,7,10,pakzam,pakza,m2s,ctp6,,,
mbh12_26020.xml,8,13,nASayasi,naS_1,cau pre a2s,,,,y
mbh03_14645.xml,0,1,tataH,tatas,i,,,,y
mbh03_14645.xml,1,2,sa,tad,m1s,,,,y
mbh03_14645.xml,2,3,bakaH,baka,m1s,,,,y
mbh03_14645.xml,3,4,tam,tad,m2s,,,,y
mbh03_14645.xml,4,5,akUpAram,akUpAra,m2s,pn,,,
mbh03_14645.xml,5,12,kacCapam,kacCapa,m2s,,,,y
mbh03_14645.xml,6,16,vijYApyAm,vijYApyAm,f1s,ppf actn,jYA,,
mbh03_14645.xml,7,23,Asa,as_1,prf a3s,,,,
mbh12_13910.xml,0,1,an,an_1,iic,,,,
mbh12_13910.xml,1,2,ftAt,fta,n5s,"pp., ctp na",f,,
mbh12_13910.xml,2,5,Kalu,Kalu,i,,,,y
mbh12_13910.xml,3,7,tamaH,tamas,n1s,,,,y
mbh12_13910.xml,4,8,prAduH,prAdur,i,,,,y
mbh12_13910.xml,5,12,BUtam,BUta,n1s,pp.,BU_1,,y
mbh12_13910.xml,6,15,tamaH,tamas,iic,,,,y
mbh12_13910.xml,7,16,grastAH,grasta,m1p,"pp., ctp3",gras,,
mbh12_13910.xml,8,17,a,a,iic,,,,y
mbh12_13910.xml,9,18,Darmam,Darma,n2s,ctp na,,,
mbh12_13910.xml,10,19,eva,eva,i,,,,y
mbh12_13910.xml,11,22,anu,anu,i,preverb,,,
mbh12_13910.xml,12,24,vartante,vft_1,pre[1] m3p,,,,y
mbh12_13910.xml,13,28,na,na,i,,,,y
mbh12_13910.xml,14,29,Darmam,Darma,n2s,,,,y
mbh03_14524.xml,0,1,sa,tad,m1s,,,,y
mbh03_14524.xml,1,2,ca,ca,i,,,,y
mbh03_14524.xml,2,3,tO,tad,m2d,,,,y
mbh03_14524.xml,3,4,aSvO,aSva,m2d,,,,y
mbh03_14524.xml,4,5,prati,prati,iic,preverb,,,
mbh03_14524.xml,5,6,gfhya,gfhya,i,abs,grah,,
mbh03_14524.xml,6,7,anu,anu,iic,preverb,,,
mbh03_14524.xml,7,9,jYApya,jYApya,i,abs,jYA,,
mbh03_14524.xml,8,10,ca,ca,i,,,,y
mbh03_14524.xml,9,11,fzim,fzi,m2s,,,,y
mbh03_14524.xml,10,14,pra,pra,i,preverb,,,
mbh03_14524.xml,11,15,ayAt,yA_1,ipf[2] a3s,,,,y
mbh03_14524.xml,12,17,vAmya,vAmya,iic,,,,
mbh03_14524.xml,13,25,sam,sam,iic,preverb,,,
mbh03_14524.xml,14,27,yuktena,yukta,m3s,"adj pp., ctp2",yuj_1,,
mbh03_14524.xml,15,36,raTena,raTa,m3s,,,,y
mbh03_14524.xml,16,40,mfgam,mfga,m2s,,,,y
mbh03_14524.xml,17,41,prati,prati,i,,,,
mbh12_26093.xml,0,1,tAm,tad,f2s,,,,y
mbh12_26093.xml,1,2,indraH,indra,m1s,,,,y
mbh12_26093.xml,2,3,patnIm,patnI,f2s,,,,y
mbh12_26093.xml,3,4,kfSAm,kfSa,f2s,adj,,,
mbh12_26093.xml,4,5,glAnAm,glAna,f2s,adj pp.,glE,,
mbh12_26093.xml,5,6,ca,ca,i,,,,y
mbh12_26093.xml,6,7,dfzwvA,dfzwvA,i,abs,dfS_1,,
mbh12_26093.xml,7,8,cintayAm,cintayAm,i,ppf actn,cint,,
mbh12_26093.xml,8,9,baBUva,BU_1,prf a3s,,,,y
mbh12_26155.xml,0,1,meGa,meGa,iic,,,,y
mbh12_26155.xml,1,3,sadfSam,sadfSa,n2s,ctp3,,,
mbh12_26155.xml,2,6,varRam,varRa,m2s,,,,y
mbh12_26155.xml,3,9,agamat,gam,aor[a] a3s,,,,y
mbh12_26155.xml,4,10,tat,tad,n1s,,,,y
mbh12_26155.xml,5,11,asya,ayam,m6s,,,,y
mbh12_26155.xml,6,12,SaSa,SaSa,iic,,,,y
mbh12_26155.xml,7,13,lakzma,lakzman,n1s,ctp6,,,
mbh12_26155.xml,8,14,vimalam,vimala,n1s,,,,
mbh12_26155.xml,9,16,aBavat,BU_1,ipf[1] a3s,,,,y
mbh12_13922.xml,0,1,narake,naraka,m7s,,,,y
mbh12_13922.xml,1,2,duHKam,duHKa,n1s,,,,y
mbh12_13922.xml,2,5,eva,eva,i,,,,y
mbh12_13922.xml,3,6,AhuH,ah,prf a3p,,,,y
mbh12_13922.xml,4,8,samam,sama,n1s,,,,y
mbh12_13922.xml,5,9,tu,tu,i,,,,y
mbh12_13922.xml,6,10,paramam,parama,n1s,adj,,,
mbh12_13922.xml,7,11,padam,pada,n1s,,,,y
mbh12_26167.xml,0,2,himavataH,himavat,m6s,pn,,,
mbh12_26167.xml,1,4,gireH,giri,m6s,,,,y
mbh12_26167.xml,2,5,duhitaram,duhitf,f2s,,,,y
mbh12_26167.xml,3,6,umAm,umA,f2s,pn,,,
mbh12_26167.xml,4,7,rudraH,rudra,m1s,,,,y
mbh12_26167.xml,5,8,cakame,kam,prf m3s,,,,y
mbh12_25958.xml,0,1,na,na,i,,,,y
mbh12_25958.xml,1,2,AsIt,as_1,ipf[2] a3s,,,,y
mbh12_25958.xml,2,3,ahaH,ahan,n1s,,,,y
mbh12_25958.xml,3,4,na,na,i,,,,y
mbh12_25958.xml,4,5,rAtriH,rAtri,f1s,,,,y
mbh12_25958.xml,5,6,AsIt,as_1,ipf[2] a3s,,,,y
mbh03_14601.xml,0,1,tvayA,yuzmad,x3s,,,,
mbh03_14601.xml,1,2,trAtam,trAta,n2s,pp.,trE,,y
mbh03_14601.xml,2,3,rAja,rAjan,iic,,,,y
mbh03_14601.xml,3,4,kulam,kula,n2s,ctp6,,,
mbh03_14601.xml,4,5,SuBa,SuBa,iic,,,,y
mbh03_14601.xml,5,8,IkzaRe,IkzaRA,fvs,cbv,,,
mbh03_14601.xml,6,10,varam,vara_2,n2s,,,,y
mbh03_14601.xml,7,11,vfRIzva,vfR,ipv[9] m2s,,,,
mbh03_14601.xml,8,,apratimam,apratima,n2s,ctp na,,,
mbh03_14601.xml,9,12,dadAni,dA_1,ipv[3] a1s,,,,y
mbh03_14601.xml,10,13,te,yuzmad,x4s,,,,
mbh03_14522.xml,0,1,dadAni,dA_1,ipv[1] a1s,,,,y
mbh03_14522.xml,1,2,te,yuzmad,x4s,,,,
mbh03_14522.xml,2,3,vAmyO,vAmya,m2d,,,,
mbh12_13980.xml,0,1,sa,tad,m1s,,,,y
mbh12_13980.xml,1,2,dahet,dah_1,pop[1] a3s,,,,y
mbh12_13980.xml,2,3,agnivat,agnivat,i,adv,,,
mbh12_13980.xml,3,4,dozAn,doza,m2p,,,,y
mbh12_13980.xml,4,5,jayet,ji,pop[1] a3s,,,,y
mbh12_13980.xml,5,6,lokAn,loka,m2p,,,,y
mbh12_13980.xml,6,7,ca,ca,i,,,,y
mbh12_13980.xml,7,8,durjayAn,durjaya,m2p,adj,,,
mbh03_14416.xml,0,1,ayoDyAyAm,ayoDyA,f7s,pn,,,
mbh03_14416.xml,1,14,ikzvAku,ikzvAku,iic,pn,,,
mbh03_14416.xml,2,15,kula,kula,iic,ctp6,,,
mbh03_14416.xml,3,17,ut,ud,iic,preverb,,,
mbh03_14416.xml,4,18,pannaH,panna,m1s,"adj pp., ctp5",pad_1,,
mbh03_14416.xml,5,19,pArTivaH,pArTiva,m1s,,,,y
mbh03_14416.xml,6,20,parikzit,parikzit,m1s,pn,,,
mbh03_14416.xml,7,21,nAma,nAman,n1s,,,,
mbh03_14416.xml,8,26,mfgayAm,mfgayA,f2s,,,,y
mbh03_14416.xml,9,28,agamat,gam,aor[a] a3s,,,,y
mbh03_14640.xml,0,1,tataH,tatas,i,,,,y
mbh03_14640.xml,1,2,saH,tad,m1s,,,,y
mbh03_14640.xml,2,3,asmABiH,asmad,x3p,,,,
mbh03_14640.xml,3,4,pfzwaH,pfzwa,m1s,pp.,pfz,,
mbh01_7111.xml,0,1,SfRu,Sru,ipv[5] a2s,,,,y
mbh01_7111.xml,1,2,rAjan,rAjan,mVs,,,,
mbh01_7111.xml,2,3,purA,purA,i,,,,
mbh01_7111.xml,3,4,samyak,samyak,i,,,,y
mbh01_7111.xml,4,6,mayA,aham,x3s,,,,y
mbh01_7111.xml,5,9,dvEpAyanAt,dvEpAyana_2,n5s,,,,y
mbh01_7111.xml,6,16,Srutam,Sruta,n1s,pp.,Sru,,y
mbh12_26090.xml,0,1,tAm,tad,f2s,,,,y
mbh12_26090.xml,1,2,mUrDnA,mUrDan,m3s,,,,y
mbh12_26090.xml,2,3,pra,pra,iic,preverb,,,
mbh12_26090.xml,3,4,namya,namya,i,abs,nam,,
mbh12_26090.xml,4,6,uvAca,vac,prf a3s,,,,y
mbh12_26090.xml,5,9,SacI,SacI,f1s,pn,,,
mbh12_26090.xml,6,11,Bagavati,Bagavat,fvs,,,,
mbh12_26090.xml,7,12,arhasi,arh,pre[1] a2s,,,,
mbh12_26090.xml,8,13,me,aham,x6s,,,,
mbh12_26090.xml,9,14,BartAram,Bartf,m2s,,,,y
mbh12_26090.xml,10,23,darSayitum,darSayitum,i,cau abs,dfS_1,,
mbh12_26090.xml,11,24,tvam,tvad,x1s,,,,y
mbh12_26090.xml,12,26,satyA,satya,f1s,,,,
mbh12_26090.xml,13,35,matA,mata,f1s,pp.,man,,
mbh12_26090.xml,14,36,ca,ca,i,,,,y
mbh12_26090.xml,15,37,iti,iti,i,,,,y
mbh12_26171.xml,0,1,adya,adya,i,,,,y
mbh12_26171.xml,1,3,praBfti,praBfti,i,,,,y
mbh12_26171.xml,2,6,etat,eza,n1s,,,,y
mbh12_26171.xml,3,8,ava,ava,iic,preverb,,,
mbh12_26171.xml,4,9,sTitam,sTita,n1s,pp.,sTA_1,,y
mbh12_26171.xml,5,10,fzi,fzi,iic,,,,y
mbh12_26171.xml,6,11,vacanam,vacana,n1s,,,,y
mbh12_25998.xml,0,1,veda,veda,iic,,,,y
mbh12_25998.xml,1,2,purARa,purARa,iic,cd,,,
mbh12_25998.xml,2,3,itihAsa,itihAsa,iic,cd,,,
mbh12_25998.xml,3,4,prAmARyAt,prAmARya,n5s,ctp6,,,
mbh12_25998.xml,4,6,nArAyaRa,nArAyaRa,iic,,,,y
mbh12_25998.xml,5,7,muKa,muKa,iic,ctp6,,,
mbh12_25998.xml,6,8,ut,ud,iic,preverb,,,
